530,0,0,0
286.3602221,445.9796219,0,0
0,0,0,0
399.5681948,348.2028973,0,0
480.9467942,222.6885295,0,0
72.47072565,525.0218985,0,0
524.0134476,79.43492112,0,0
216.2834928,483.8609829,0,0
342.8672408,404.1559788,0,0
442.1383811,292.2561411,0,0
506.1890313,157.0753467,0,0
141.3207542,510.8115547,0,0
529.9169536,9.382020306,0,0
278.4206541,450.978868,0,0
393.3417243,355.2214632,0,0
476.9294183,231.1673203,0,0
63.16547179,526.2225035,0,0
522.5251882,88.69852116,0,0
207.6843321,487.6138002,0,0
335.6591776,410.1620612,0,0
436.8956055,300.0370476,0,0
503.3291799,166.0112547,0,0
132.2562625,513.2331644,0,0
529.6678404,18.76110045,0,0
270.3938338,455.8367851,0,0
386.9919873,362.1287088,0,0
472.762581,239.5736672,0,0
53.84042296,527.2581994,0,0
520.8731785,97.93432462,0,0
199.0200868,491.2138079,0,0
328.3459247,416.039606,0,0
431.5159144,307.7239276,0,0
500.3115938,174.8951376,0,0
123.1503241,515.4939356,0,0
529.2527384,28.13430119,0,0
262.2822768,460.5518508,0,0
380.5209737,368.9224695,0,0
468.4475881,247.9049359,0,0
44.49850147,528.1286618,0,0
519.0579361,107.1394372,0,0
190.2934721,494.6598776,0,0
320.9297737,421.7867712,0,0
426.0009936,315.3143724,0,0
497.1372186,183.7242114,0,0
114.0057924,517.59316,0,0
528.6717778,37.49868512,0,0
254.0885251,465.1225875,0,0
373.9307115,375.6006164,0,0
463.9857918,256.1585154,0,0
35.14263493,528.8336177,0,0
517.0800299,116.310974,0,0
181.5072226,497.9509295,0,0
313.413049,427.4017556,0,0
420.3525716,322.806003,0,0
493.8070493,192.4957092,0,0
104.8255334,519.5301796,0,0
527.9251406,46.85131762,0,0
245.8151464,469.5475629,0,0
367.2232658,382.1610564,0,0
459.3785904,264.3318194,0,0
25.77575529,529.3728463,0,0
514.9400798,125.4460611,0,0
172.6640919,501.0859321,0,0
305.798106,432.8827998,0,0
414.5724183,330.1964718,0,0
490.3221294,201.2068822,0,0
95.61242378,521.3043875,0,0
527.0130607,56.18926772,0,0
237.4647335,473.8253901,0,0
360.4007387,388.6017339,0,0
454.6274276,272.4222862,0,0
16.40079797,529.7461787,0,0
512.6387563,134.5418355,0,0
163.7668513,504.0639031,0,0
298.0873312,438.228186,0,0
408.6623451,337.4834628,0,0
486.683551,209.8550005,0,0
86.36935092,522.9152276,0,0
525.9358241,65.50960908,0,0
229.0399033,477.9547287,0,0
353.4652682,394.9206302,0,0
449.7337925,280.4273807,0,0
7.020700926,529.9534977,0,0
510.1767808,143.5954468,0,0
154.818289,506.8839092,0,0
290.283141,443.436239,0,0
402.6242043,344.6646923,0,0
482.8924544,218.4373538,0,0
77.09921139,524.3621951,0,0
524.6937684,74.80942086,0,0
220.5432959,481.9342846,0,0
346.4190278,401.1157653,0,0
